epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,30089.9,0.79805,1.70392,0.87479,1.12316,0,0.73478,0.67376,0.71721,0.54015,0.73858,0.67467,0.71488,0.48276,0.85526,1.91578,0.9695,1.0469,0,0.000134334,0.000134334,0.000134334
123,30382.7,0.79683,1.7022,0.87701,1.12377,0,0.73553,0.67907,0.71922,0.54036,0.7392,0.68189,0.71479,0.4839,0.85649,1.91492,0.96331,1.04591,0,0.000129932,0.000129932,0.000129932
124,30676.1,0.79679,1.70775,0.8738,1.11962,0,0.69156,0.70074,0.71827,0.5392,0.69133,0.7007,0.71326,0.48175,0.85442,1.91461,0.97099,1.04403,0,0.000125529,0.000125529,0.000125529
125,30971.8,0.79607,1.70892,0.87053,1.1265,0,0.72612,0.67845,0.71933,0.54195,0.73806,0.66815,0.7136,0.48299,0.84555,1.90428,0.96711,1.03807,0,0.000121127,0.000121127,0.000121127
126,31265.4,0.7881,1.70039,0.86521,1.11993,0,0.72779,0.6844,0.72343,0.5448,0.72826,0.68411,0.71641,0.48427,0.84638,1.8957,0.97045,1.04145,0,0.000116725,0.000116725,0.000116725
127,31562.8,0.79429,1.6974,0.86348,1.11996,0,0.72203,0.69136,0.72531,0.54447,0.72368,0.68997,0.72043,0.48547,0.85128,1.89664,0.96963,1.04698,0,0.000112323,0.000112323,0.000112323
128,31862.6,0.79414,1.68705,0.8666,1.11897,0,0.74399,0.66668,0.72214,0.54481,0.75063,0.66323,0.71855,0.48628,0.84587,1.90601,0.97074,1.04214,0,0.000107921,0.000107921,0.000107921
129,32156.4,0.78932,1.68818,0.85982,1.11511,0,0.74234,0.67574,0.72072,0.54249,0.74186,0.67787,0.71697,0.4828,0.85401,1.89806,0.97051,1.04794,0,0.000103518,0.000103518,0.000103518
130,32448.5,0.79622,1.697,0.86788,1.12444,0,0.74011,0.67555,0.71864,0.54032,0.73622,0.6796,0.71471,0.48157,0.85453,1.89436,0.97046,1.04856,0,9.91162e-05,9.91162e-05,9.91162e-05
131,32744.6,0.78903,1.68092,0.85889,1.11659,0,0.72503,0.68589,0.71951,0.5423,0.7201,0.68985,0.7156,0.48355,0.85032,1.9146,0.97355,1.04389,0,9.4714e-05,9.4714e-05,9.4714e-05
132,33040,0.7899,1.68113,0.85788,1.11285,0,0.73336,0.6875,0.71962,0.54151,0.73082,0.68882,0.71593,0.48195,0.85208,1.91356,0.97069,1.04431,0,9.03118e-05,9.03118e-05,9.03118e-05
133,33337.2,0.78536,1.68368,0.85691,1.118,0,0.7246,0.6875,0.71755,0.54059,0.72413,0.69169,0.71514,0.48277,0.85244,1.92028,0.9739,1.04711,0,8.59096e-05,8.59096e-05,8.59096e-05
134,33632.9,0.79039,1.68488,0.85538,1.11567,0,0.72319,0.68752,0.71887,0.54142,0.72509,0.68862,0.71448,0.48379,0.85536,1.91507,0.97108,1.05009,0,8.15074e-05,8.15074e-05,8.15074e-05
135,33926.4,0.78637,1.68415,0.85442,1.11268,0,0.74547,0.67574,0.72109,0.54304,0.7485,0.67841,0.72377,0.48521,0.85555,1.91531,0.97067,1.05132,0,7.71052e-05,7.71052e-05,7.71052e-05
136,34221.8,0.78121,1.67114,0.85273,1.11185,0,0.7554,0.66571,0.72337,0.54487,0.75408,0.664,0.71817,0.48641,0.85201,1.91035,0.96654,1.04735,0,7.2703e-05,7.2703e-05,7.2703e-05
137,34516.7,0.78108,1.66665,0.85564,1.11624,0,0.76266,0.66015,0.72423,0.54585,0.76091,0.66023,0.71789,0.48562,0.85311,1.90692,0.96744,1.04801,0,6.83008e-05,6.83008e-05,6.83008e-05
138,34813,0.78029,1.66696,0.84372,1.11197,0,0.77135,0.6552,0.72393,0.54543,0.77442,0.65687,0.71872,0.48484,0.85381,1.91093,0.96739,1.04813,0,6.38986e-05,6.38986e-05,6.38986e-05
139,35109.7,0.78321,1.66635,0.84458,1.11148,0,0.75914,0.66902,0.72554,0.54646,0.76069,0.67024,0.71741,0.48564,0.85593,1.90371,0.96296,1.0484,0,5.94964e-05,5.94964e-05,5.94964e-05
140,35414.9,0.78029,1.66384,0.84646,1.11065,0,0.74196,0.68567,0.72844,0.54783,0.74235,0.68731,0.72081,0.48894,0.85493,1.90166,0.9627,1.04759,0,5.50942e-05,5.50942e-05,5.50942e-05
141,35722,0.76691,1.5737,0.83125,1.12585,0,0.73827,0.67935,0.7186,0.53877,0.74176,0.68379,0.71619,0.48081,0.8583,1.93378,0.97805,1.05055,0,5.0692e-05,5.0692e-05,5.0692e-05
142,35981.3,0.75159,1.54356,0.77862,1.11264,0,0.75263,0.6644,0.7181,0.53948,0.7501,0.67038,0.7162,0.48113,0.85378,1.93052,0.97654,1.04576,0,4.62898e-05,4.62898e-05,4.62898e-05
143,36241.2,0.7446,1.51589,0.76398,1.10778,0,0.75887,0.66284,0.71918,0.54064,0.7472,0.66944,0.71008,0.48026,0.85436,1.92617,0.97612,1.0441,0,4.18876e-05,4.18876e-05,4.18876e-05
144,36502.2,0.74821,1.51951,0.7718,1.11568,0,0.76444,0.6621,0.72156,0.54161,0.76023,0.66278,0.71345,0.48151,0.85313,1.924,0.97502,1.04243,0,3.74854e-05,3.74854e-05,3.74854e-05
145,36760.3,0.7402,1.49373,0.75493,1.10599,0,0.7612,0.66312,0.72112,0.54181,0.76278,0.66149,0.7123,0.47992,0.85235,1.92639,0.97693,1.04203,0,3.30832e-05,3.30832e-05,3.30832e-05
146,37023.7,0.73639,1.49728,0.75542,1.10754,0,0.75767,0.66329,0.72155,0.54261,0.76386,0.66147,0.71239,0.4803,0.84971,1.92618,0.97644,1.04073,0,2.8681e-05,2.8681e-05,2.8681e-05
147,37285,0.73319,1.49243,0.74928,1.10631,0,0.74916,0.67201,0.72219,0.54486,0.75429,0.66915,0.71927,0.48274,0.84915,1.92081,0.9769,1.0408,0,2.42788e-05,2.42788e-05,2.42788e-05
148,37545.2,0.73019,1.48288,0.74074,1.09707,0,0.74622,0.67242,0.72179,0.54407,0.75087,0.66931,0.7164,0.4822,0.84829,1.91202,0.97593,1.04046,0,1.98766e-05,1.98766e-05,1.98766e-05
149,37805,0.73351,1.48376,0.74118,1.10132,0,0.73407,0.68137,0.72195,0.54479,0.76475,0.66405,0.71781,0.48241,0.84705,1.91131,0.97468,1.03913,0,1.54744e-05,1.54744e-05,1.54744e-05
150,38066.7,0.72337,1.47269,0.73983,1.0962,0,0.73621,0.68443,0.72271,0.54607,0.7365,0.67454,0.71311,0.4832,0.84574,1.91172,0.97451,1.03888,0,1.10722e-05,1.10722e-05,1.10722e-05
