epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,11446,0.85081,1.81844,0.96139,1.15804,0,0.72521,0.66979,0.71168,0.5299,0.73367,0.66923,0.70691,0.48036,0.87691,1.93912,0.9967,1.07164,0,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,11560.2,0.84524,1.79026,0.95027,1.15374,0,0.71303,0.68592,0.7066,0.52964,0.71112,0.68043,0.70014,0.47756,0.87107,1.92908,0.99568,1.06676,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,11689.6,0.84988,1.81724,0.95535,1.15862,0,0.70188,0.6832,0.71319,0.53426,0.70657,0.67657,0.70863,0.48143,0.86922,1.93181,0.99139,1.06323,0,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,11819.1,0.84675,1.79742,0.94661,1.1532,0,0.70468,0.69292,0.71539,0.53661,0.71746,0.68325,0.71636,0.48691,0.87486,1.92285,0.98713,1.06693,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,11937.4,0.84446,1.80627,0.95098,1.15419,0,0.69609,0.6987,0.70949,0.53082,0.70748,0.69513,0.71016,0.48173,0.87512,1.93174,1.00286,1.06961,0,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,12053.3,0.8362,1.78275,0.94204,1.15062,0,0.70642,0.69966,0.71261,0.5345,0.71101,0.70073,0.7146,0.4839,0.86899,1.96966,0.99591,1.06988,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,12168.8,0.83811,1.78956,0.94266,1.15061,0,0.70854,0.68935,0.71357,0.53529,0.73719,0.671,0.71558,0.48188,0.87322,1.94315,0.99562,1.06782,0,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,12284.6,0.83852,1.79184,0.93051,1.15001,0,0.73268,0.67412,0.71522,0.53907,0.73695,0.68215,0.71655,0.48671,0.86618,1.92334,0.98708,1.0628,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,12400.2,0.83949,1.78584,0.93438,1.14901,0,0.71457,0.68877,0.71703,0.54028,0.72723,0.68203,0.71606,0.48936,0.86846,1.91122,0.98182,1.06027,0,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,12515.3,0.83145,1.77317,0.93284,1.1448,0,0.72559,0.68283,0.71383,0.53412,0.72768,0.68381,0.71204,0.48334,0.88302,1.94625,0.99347,1.07819,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,12630.7,0.84172,1.78253,0.94177,1.15142,0,0.7222,0.66422,0.7081,0.53166,0.72514,0.66099,0.70441,0.47673,0.87551,1.94851,0.99699,1.06656,0,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,12746.2,0.83276,1.75822,0.92559,1.14631,0,0.71517,0.68657,0.71447,0.54009,0.72232,0.6917,0.71653,0.4878,0.8633,1.93,0.98415,1.05963,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,12862.8,0.82592,1.76115,0.91934,1.13937,0,0.72009,0.68967,0.7173,0.54141,0.72487,0.69259,0.71698,0.48739,0.86527,1.91784,0.97002,1.06185,0,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,12978.5,0.83159,1.78389,0.92883,1.14533,0,0.73193,0.68298,0.71115,0.53653,0.73318,0.68635,0.71112,0.48192,0.86074,1.90591,0.98167,1.05544,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,13094.2,0.82486,1.76546,0.92137,1.13977,0,0.7126,0.68786,0.71535,0.53953,0.69754,0.70062,0.71467,0.48666,0.87094,1.91508,0.98084,1.06475,0,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,13209.2,0.82563,1.76147,0.92136,1.14521,0,0.70375,0.70154,0.71846,0.54219,0.70426,0.70175,0.71616,0.49221,0.86483,1.92794,0.97198,1.06021,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,13324.5,0.83122,1.7648,0.92211,1.13938,0,0.70573,0.68767,0.71193,0.5356,0.71117,0.69008,0.71101,0.48723,0.86611,1.91539,0.98489,1.06153,0,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,13440.7,0.82523,1.76541,0.92007,1.14145,0,0.7362,0.67037,0.7149,0.53896,0.73853,0.67155,0.71321,0.48729,0.87063,1.91339,0.98448,1.06643,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,13556.2,0.82437,1.76901,0.915,1.13935,0,0.72092,0.67418,0.71224,0.53793,0.72105,0.67035,0.71172,0.48487,0.86373,1.92947,0.98762,1.06267,0,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,13683.2,0.82305,1.75819,0.90901,1.14045,0,0.73278,0.67907,0.7147,0.54222,0.73098,0.67705,0.70828,0.48505,0.86142,1.92311,0.9828,1.06103,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,13802,0.81837,1.73759,0.90245,1.13889,0,0.72174,0.6795,0.71089,0.53745,0.7393,0.66263,0.70571,0.48525,0.87226,1.93687,0.99905,1.06812,0,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,13917.8,0.82624,1.75487,0.90926,1.13977,0,0.7294,0.68672,0.71765,0.54245,0.73343,0.68737,0.71725,0.48832,0.86179,1.9301,0.98105,1.05597,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,14035.3,0.81965,1.75499,0.90386,1.135,0,0.7316,0.67791,0.71426,0.54057,0.73712,0.6804,0.71449,0.48625,0.8594,1.94372,0.98012,1.0571,0,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,14151.4,0.81432,1.75306,0.90473,1.13615,0,0.72092,0.68046,0.7182,0.54313,0.72464,0.68,0.71534,0.49207,0.86084,1.92896,0.97421,1.0573,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,14266.5,0.81943,1.73311,0.9024,1.13784,0,0.7231,0.6949,0.72317,0.54895,0.72531,0.69657,0.72382,0.49621,0.85734,1.90809,0.97687,1.05914,0,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,14382,0.81686,1.73605,0.90685,1.13656,0,0.7235,0.68441,0.72098,0.5454,0.72343,0.69342,0.72312,0.4932,0.85763,1.92683,0.97192,1.05606,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,14497.4,0.81824,1.74004,0.89935,1.13464,0,0.73248,0.67979,0.7206,0.54795,0.73732,0.68244,0.71981,0.49166,0.86042,1.92153,0.97439,1.05741,0,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,14612.8,0.81687,1.73789,0.89782,1.14166,0,0.73983,0.68329,0.72026,0.54688,0.74651,0.6871,0.72019,0.49209,0.86191,1.91249,0.97295,1.05752,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,14728.1,0.80951,1.73007,0.89378,1.13299,0,0.71546,0.69998,0.71715,0.54156,0.72385,0.68979,0.71606,0.48796,0.86777,1.94463,0.97822,1.05998,0,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,14843.4,0.815,1.72912,0.89366,1.13283,0,0.72369,0.71325,0.71906,0.5397,0.73565,0.70692,0.71973,0.48819,0.86547,1.93027,0.9758,1.05959,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,14959.1,0.81639,1.71821,0.89272,1.13221,0,0.72149,0.69767,0.71444,0.54188,0.72678,0.70085,0.71652,0.4884,0.85624,1.89398,0.97274,1.05221,0,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,15074.2,0.80788,1.72049,0.88892,1.1284,0,0.70461,0.69499,0.71354,0.5424,0.7102,0.69882,0.71451,0.48863,0.86088,1.90151,0.975,1.06048,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,15189,0.81677,1.72571,0.89669,1.13599,0,0.7162,0.68811,0.71474,0.54139,0.71698,0.69405,0.71534,0.4865,0.86094,1.90126,0.97765,1.06008,0,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,15304.8,0.80914,1.71212,0.88546,1.12948,0,0.69831,0.70614,0.71695,0.54524,0.72403,0.69002,0.71581,0.48943,0.84932,1.91312,0.96929,1.04848,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,15420.6,0.81003,1.70345,0.88973,1.12711,0,0.71584,0.69939,0.71492,0.54524,0.72411,0.69875,0.71489,0.48933,0.84875,1.91465,0.97139,1.04889,0,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,15536.7,0.80684,1.71155,0.88663,1.13202,0,0.70012,0.70859,0.71523,0.54427,0.71643,0.70119,0.7151,0.4886,0.85656,1.9297,0.97384,1.05598,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,15652.1,0.81129,1.71786,0.8817,1.12909,0,0.73568,0.67344,0.71965,0.54725,0.74225,0.67852,0.71815,0.49411,0.84788,1.92589,0.95797,1.05029,0,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,15767.9,0.80411,1.71518,0.88009,1.1228,0,0.729,0.69071,0.72232,0.54981,0.7368,0.69067,0.72102,0.49793,0.85105,1.9137,0.95899,1.05208,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,15883.4,0.80231,1.69541,0.87384,1.12502,0,0.72182,0.70545,0.72534,0.54994,0.7267,0.70859,0.72512,0.4978,0.85701,1.90801,0.95854,1.05645,0,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,15999.1,0.80574,1.70286,0.88552,1.13051,0,0.72921,0.6902,0.72416,0.5496,0.74943,0.68957,0.72663,0.49488,0.85611,1.91618,0.95289,1.05577,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,16115.2,0.79835,1.69088,0.86903,1.12146,0,0.70878,0.71362,0.72426,0.54889,0.71838,0.71185,0.72412,0.49649,0.85384,1.91749,0.95415,1.05414,0,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,16231.5,0.80306,1.69358,0.87403,1.12197,0,0.7266,0.70119,0.72572,0.55056,0.73461,0.6963,0.72236,0.49735,0.85538,1.91361,0.95528,1.05567,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,16347.1,0.79936,1.69065,0.87165,1.12129,0,0.72352,0.70978,0.72345,0.5497,0.73596,0.70964,0.72378,0.49764,0.85443,1.91614,0.95837,1.05279,0,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,16463,0.80222,1.70095,0.8692,1.12182,0,0.74187,0.6898,0.72175,0.54852,0.74677,0.69128,0.71945,0.49473,0.84833,1.91388,0.95071,1.05025,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,16577.9,0.79631,1.67376,0.86587,1.12046,0,0.72813,0.69618,0.72216,0.55007,0.74252,0.68654,0.7202,0.49293,0.84783,1.91448,0.9473,1.04937,0,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,16693.3,0.80306,1.69949,0.8718,1.12516,0,0.7222,0.71076,0.72565,0.55305,0.72532,0.70986,0.72445,0.49799,0.84756,1.90234,0.94719,1.04809,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,16808.1,0.79318,1.66737,0.86177,1.1181,0,0.72976,0.70483,0.72499,0.55146,0.73786,0.69801,0.72406,0.4952,0.8495,1.89709,0.95138,1.04917,0,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,16923.4,0.79314,1.66007,0.85568,1.1198,0,0.73085,0.70965,0.72703,0.55122,0.73663,0.70922,0.72717,0.49662,0.85233,1.90056,0.95021,1.05133,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,17038.1,0.79606,1.67959,0.86122,1.11735,0,0.72665,0.70919,0.72726,0.55243,0.73107,0.70818,0.72703,0.49764,0.8568,1.89923,0.95504,1.05609,0,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,17152.9,0.78912,1.67177,0.85798,1.1157,0,0.7176,0.72627,0.72867,0.55295,0.71694,0.72351,0.72507,0.49503,0.85877,1.89913,0.95283,1.05646,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,17269.2,0.78912,1.66041,0.85186,1.11761,0,0.73523,0.7038,0.72905,0.55246,0.73677,0.70127,0.72603,0.4974,0.85496,1.91054,0.95466,1.05331,0,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,17384.7,0.79266,1.66967,0.85424,1.11835,0,0.73464,0.69897,0.72765,0.55434,0.73517,0.69756,0.72388,0.49667,0.85165,1.89882,0.95261,1.05056,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,17499.7,0.79123,1.66295,0.85287,1.11793,0,0.72339,0.71569,0.72914,0.55397,0.7269,0.71293,0.72699,0.49806,0.85195,1.90744,0.9512,1.05101,0,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,17615,0.7877,1.66371,0.8481,1.11759,0,0.73481,0.70256,0.73042,0.55481,0.7389,0.70454,0.72828,0.49828,0.84879,1.90306,0.94828,1.04886,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,17730.1,0.78873,1.65661,0.84875,1.11452,0,0.74653,0.68852,0.72931,0.55572,0.74923,0.69183,0.72752,0.49904,0.84874,1.90688,0.94403,1.04917,0,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,17845.4,0.78443,1.65618,0.84599,1.11078,0,0.74272,0.69787,0.73113,0.55495,0.74351,0.69843,0.72511,0.49931,0.85694,1.90339,0.94731,1.05523,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,17960,0.78124,1.65088,0.83706,1.10886,0,0.74577,0.69735,0.73103,0.55542,0.74884,0.69677,0.72693,0.50037,0.85535,1.90745,0.94475,1.05239,0,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,18075.6,0.79125,1.64664,0.84744,1.11594,0,0.73521,0.70329,0.73079,0.55482,0.73639,0.70392,0.72846,0.49868,0.85467,1.90842,0.94435,1.05099,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,18190.4,0.78395,1.63597,0.84526,1.11484,0,0.74531,0.69444,0.73009,0.55517,0.74853,0.69593,0.72849,0.50033,0.84976,1.92012,0.94115,1.04783,0,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,18305.3,0.78643,1.65185,0.83926,1.11246,0,0.74583,0.6945,0.7314,0.55662,0.74833,0.6963,0.73138,0.49725,0.8531,1.91862,0.94371,1.05072,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,18420.5,0.78324,1.6444,0.84272,1.10943,0,0.74725,0.69581,0.73353,0.55883,0.75387,0.70071,0.73446,0.50369,0.85131,1.92174,0.93829,1.04936,0,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,18535.8,0.77755,1.64762,0.83417,1.10836,0,0.74007,0.70186,0.73362,0.55643,0.74412,0.70572,0.73248,0.50218,0.84899,1.91643,0.93974,1.04847,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,18651.1,0.78628,1.65536,0.84889,1.11813,0,0.74763,0.69118,0.73324,0.5572,0.7506,0.69447,0.73194,0.50418,0.85231,1.90617,0.93943,1.05155,0,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,18765.7,0.77339,1.63532,0.83854,1.10842,0,0.74774,0.6976,0.73441,0.55946,0.75331,0.70356,0.73699,0.50527,0.85159,1.90763,0.93781,1.0529,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,18880.7,0.78109,1.63331,0.83755,1.11078,0,0.74011,0.70544,0.73618,0.55944,0.74362,0.70697,0.73754,0.50688,0.85188,1.90909,0.93637,1.05321,0,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,18996.8,0.77629,1.62421,0.82825,1.1083,0,0.7507,0.70135,0.73611,0.55953,0.75448,0.69824,0.73583,0.50611,0.84949,1.91644,0.93456,1.05188,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,19124.3,0.77192,1.63919,0.82344,1.10417,0,0.74718,0.70212,0.73481,0.56089,0.74828,0.70159,0.73485,0.50619,0.84832,1.92154,0.93525,1.05135,0,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,19247.6,0.77611,1.62906,0.82502,1.10434,0,0.73703,0.7018,0.73317,0.56103,0.7507,0.69847,0.73656,0.5063,0.84826,1.9076,0.93514,1.05004,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,19369.7,0.77035,1.6318,0.82282,1.10368,0,0.74268,0.70524,0.73218,0.56019,0.74873,0.70438,0.73555,0.5047,0.85114,1.90975,0.93346,1.05209,0,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,19488.3,0.77407,1.63231,0.82539,1.10328,0,0.7455,0.70519,0.73326,0.56072,0.74886,0.70629,0.73409,0.50413,0.84926,1.90802,0.93349,1.05038,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,19606,0.76857,1.60717,0.81927,1.10382,0,0.73187,0.70487,0.73177,0.56054,0.73885,0.71117,0.73387,0.50602,0.84581,1.90234,0.93495,1.04572,0,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,19724.1,0.76813,1.62451,0.82309,1.10546,0,0.7388,0.69394,0.7309,0.55977,0.74653,0.69847,0.73213,0.50756,0.845,1.90894,0.93749,1.04426,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,19842,0.77494,1.6348,0.81852,1.1047,0,0.73473,0.70481,0.73124,0.55904,0.74691,0.70516,0.73189,0.50666,0.8479,1.92026,0.93885,1.04808,0,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,19959.3,0.76544,1.60655,0.81631,1.10232,0,0.73673,0.70139,0.7329,0.56238,0.74401,0.70721,0.73527,0.50754,0.84596,1.92388,0.93841,1.04599,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,20076.6,0.76808,1.60486,0.82153,1.10354,0,0.72603,0.71117,0.73493,0.56429,0.74066,0.70468,0.7358,0.50785,0.84821,1.92338,0.93777,1.04801,0,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,20197.9,0.76983,1.61959,0.8235,1.10546,0,0.7282,0.70628,0.73465,0.56327,0.7507,0.69875,0.7357,0.50694,0.84594,1.92639,0.93791,1.04782,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,20316.2,0.76229,1.60148,0.81076,1.10454,0,0.71338,0.72312,0.73507,0.56519,0.74781,0.69846,0.735,0.50692,0.84607,1.92473,0.93648,1.04841,0,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,20433,0.76598,1.61305,0.81025,1.1038,0,0.71297,0.72019,0.73484,0.56508,0.74705,0.70009,0.73471,0.50686,0.84679,1.9267,0.93652,1.04848,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,20549.9,0.76823,1.62034,0.81166,1.10318,0,0.73932,0.70053,0.73311,0.5624,0.745,0.70432,0.73342,0.50456,0.84739,1.9313,0.9398,1.04859,0,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,20667.1,0.76087,1.60586,0.80765,1.09935,0,0.74388,0.70014,0.7332,0.56149,0.74754,0.70396,0.73295,0.50424,0.84664,1.92799,0.93909,1.04731,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,20787.1,0.76221,1.60305,0.80807,1.10052,0,0.74401,0.7015,0.73327,0.56147,0.74875,0.70399,0.73245,0.50448,0.84636,1.92958,0.93935,1.04729,0,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,20904.1,0.75823,1.594,0.80378,1.09586,0,0.7394,0.70521,0.73225,0.56178,0.74626,0.70704,0.73152,0.50407,0.84912,1.9233,0.9413,1.04959,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,21020.4,0.75591,1.58693,0.80115,1.09689,0,0.74516,0.69847,0.73266,0.56087,0.75339,0.69866,0.73199,0.50518,0.84839,1.92054,0.9395,1.04839,0,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,21137,0.75784,1.59634,0.79588,1.09563,0,0.73775,0.70724,0.73261,0.56079,0.74423,0.70841,0.73111,0.50392,0.85018,1.91636,0.94084,1.04926,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,21252.9,0.75513,1.57756,0.79253,1.09483,0,0.73789,0.70198,0.73319,0.56221,0.74251,0.70394,0.73199,0.50424,0.85101,1.91754,0.93884,1.05034,0,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,21369,0.75458,1.58403,0.79328,1.09302,0,0.73789,0.70535,0.73289,0.56146,0.74891,0.69887,0.73146,0.50383,0.8511,1.92084,0.93975,1.04977,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,21485.3,0.75546,1.58226,0.79151,1.09306,0,0.72608,0.71688,0.73302,0.56135,0.73523,0.71436,0.73196,0.50297,0.85302,1.9208,0.93935,1.05293,0,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,21601.1,0.75685,1.58491,0.79803,1.09628,0,0.72139,0.71655,0.73228,0.56056,0.72672,0.71827,0.73095,0.50378,0.85391,1.92161,0.93984,1.05318,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,21716.9,0.75772,1.59339,0.79933,1.09908,0,0.7257,0.70751,0.7317,0.56079,0.73028,0.71125,0.73036,0.50254,0.85376,1.91979,0.94098,1.05282,0,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,21832.6,0.75489,1.58552,0.79518,1.09467,0,0.72829,0.70683,0.73225,0.56075,0.73352,0.70989,0.7304,0.5022,0.85392,1.91947,0.93968,1.05276,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,21948.5,0.75461,1.58913,0.79174,1.09377,0,0.72815,0.70537,0.732,0.56141,0.73887,0.69965,0.7297,0.50198,0.85413,1.92302,0.93974,1.05276,0,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,22064.1,0.75511,1.57924,0.79218,1.09399,0,0.73175,0.69954,0.732,0.56147,0.73885,0.70287,0.73024,0.50161,0.85344,1.92793,0.93968,1.0523,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,22179.7,0.74746,1.57425,0.78712,1.09107,0,0.72575,0.70721,0.73226,0.56156,0.74809,0.6946,0.73109,0.5022,0.85277,1.92869,0.94061,1.05224,0,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,22310.6,0.73511,1.49,0.7709,1.1067,0,0.73559,0.70015,0.73177,0.55968,0.74273,0.70305,0.73173,0.50276,0.85129,1.94333,0.94086,1.0504,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,22415.2,0.72115,1.43216,0.72126,1.0981,0,0.72764,0.70698,0.73035,0.55762,0.73009,0.70801,0.72888,0.50097,0.85116,1.94558,0.94182,1.04952,0,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,22520.3,0.70871,1.42624,0.70664,1.08598,0,0.73288,0.70422,0.73072,0.55753,0.73267,0.7065,0.72818,0.4998,0.84956,1.94871,0.94362,1.04859,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,22625,0.70257,1.41602,0.69462,1.08287,0,0.7295,0.70674,0.73014,0.55678,0.73603,0.70334,0.72753,0.49983,0.84934,1.95075,0.94301,1.04747,0,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,22729.8,0.70719,1.40264,0.69353,1.0862,0,0.72869,0.71042,0.73012,0.55687,0.73066,0.70929,0.72764,0.4999,0.84882,1.95173,0.94295,1.04671,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,22834.1,0.70465,1.40159,0.69453,1.09029,0,0.72754,0.71027,0.73024,0.557,0.73831,0.70007,0.72676,0.4995,0.85004,1.95391,0.94471,1.04755,0,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,22938.6,0.70165,1.40919,0.69352,1.08197,0,0.72896,0.7101,0.73122,0.55801,0.73441,0.70252,0.72757,0.49994,0.85015,1.95548,0.94592,1.04763,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,23042.6,0.69338,1.38962,0.6779,1.07671,0,0.72616,0.71216,0.73112,0.55818,0.73744,0.70063,0.72715,0.50012,0.84967,1.95595,0.94588,1.04698,0,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,23147,0.69816,1.39814,0.68189,1.07655,0,0.71956,0.71563,0.73074,0.55736,0.7316,0.70343,0.72814,0.50024,0.84867,1.95289,0.94488,1.04644,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
